ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
1217,ACETOPHENAZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,6,411.571,3.4919,TRUE
1218,GUANETHIDINE,,0,ORAL,0,0,SEVERAL,0,0,40,NANOMOLAR,0,NaN,2,2,198.314,0.5259,TRUE
1219,METHYSERGIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,353.466,1.9351,TRUE
1220,CARPHENAZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,6,425.598,3.882,TRUE
1221,METAPROTERENOL,,0,ORAL INHALATION,0,0,0,0,40,0,NaN,0,NaN,4,4,211.261,1.1292,TRUE
1222,METAPROTERENOL,,0,ORAL INHALATION,0,0,0,0,40,0,NaN,0,NaN,4,4,211.261,1.1292,TRUE
1223,MAFENIDE,,0,TOPICAL,0,0,0,0,0,1.06,MILLIMOLAR,2,SOLUBILITY SOLUBLE IN WATER,2,3,186.236,-0.2073,TRUE
1224,MESORIDAZINE,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,4,386.586,4.9011,TRUE
1225,MESORIDAZINE,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,4,386.586,4.9011,TRUE
1226,CLORAZEPATE,,1709,ORAL,13,4.29,2.4,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,4,313.72,1.248,TRUE
1227,TERBUTALINE,,0,INJECTION ORAL INHALATION,148,18,5.7,25,0,38.2,NANOMOLAR,0,SOLUBILITY SOLUBLE IN WATER,4,4,225.288,1.5193,TRUE
1228,CLORAZEPATE,,1709,ORAL,13,4.29,2.4,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,4,313.72,1.248,TRUE
1229,TERBUTALINE,,0,INJECTION ORAL INHALATION,148,18,5.7,25,0,38.2,NANOMOLAR,0,SOLUBILITY SOLUBLE IN WATER,4,4,225.288,1.5193,TRUE
1230,AZATADINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,290.41,3.7077,TRUE
1231,CLEMASTINE,,0,ORAL,0,0,0,0,0,1.7,NANOMOLAR,3.5,NaN,0,2,343.898,5.1044,FALSE
1232,BETHANIDINE,,0,ORAL,0,0,39,0,0,0,NaN,0,NaN,2,1,177.251,0.9814,TRUE
1233,CHLORHEXIDINE,,0,TOPICAL DENTAL,0,0,0,0,0,NOT,DETECTABLE,0,NaN,6,2,505.458,3.3366,FALSE
1234,DESMOPRESSIN,,0,NASAL INJECTION ORAL SUBLINGUAL,19.5,5.46,3,0,3.7,0,NaN,0,NaN,13,15,1069.238,-4.3417,FALSE
1235,CERULETIDE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,15,21,1350.41,-7.1847,FALSE
1236,MORPHINE,,0,INJECTION ORAL INTRAMUSCULAR EPIDURAL INTRAVENOUS,227,97.5,2,27,40,273,NANOMOLAR,0,SOLUBILITY SOLUBLE IN WATER,2,4,285.343,1.1981,TRUE
1237,NICOTINE,,0,BUCCAL TRANSDERMAL NASAL ORAL,162,72,1.5,5,53,55,NANOMOLAR,0,SOLUBILITY SOLUBLE,0,2,162.236,1.8483,TRUE
1238,BITOLTEROL,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,2,6,461.558,5.16334,FALSE
1239,BITOLTEROL,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,2,6,461.558,5.16334,FALSE
1240,PENBUTOLOL,,0,ORAL,0,0,5,89,0,0,NaN,0,NaN,2,3,291.435,3.472,TRUE
1241,PIRBUTEROL,,0,INHALATION,0,0,0,0,0,BELOW,THE,0,SOLUBILITY FREELY SOLUBLE IN WATER,4,5,240.303,0.701,TRUE
1242,PIRBUTEROL,,0,INHALATION,0,0,0,0,0,BELOW,THE,0,SOLUBILITY FREELY SOLUBLE IN WATER,4,5,240.303,0.701,TRUE
1243,SUFENTANIL,,0,INJECTION SUBLINGUAL,611,58.5,2.7,93,0,0.26,NANOMOLAR,0,NaN,0,4,386.561,4.2148,TRUE
1244,BUTOCONAZOLE,,0,VAGINAL,0,0,0,0,2,45,NANOMOLAR,18,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,3,411.785,6.637,FALSE
1245,BUTOCONAZOLE,,0,VAGINAL,0,0,0,0,2,45,NANOMOLAR,18,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,3,411.785,6.637,FALSE
1246,PENTAMIDINE,,0,INJECTION INHALATION,3445,248,25,0,0,1.8,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,4,2,342.443,-0.7565,TRUE
1247,MILRINONE,,0,INJECTION,24.7,8.4,2.3,70,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,3,211.224,1.617,TRUE
1248,PIPECURONIUM,,0,INJECTION,16.2,7.8,1.7,2,0,0,NaN,0,NaN,0,6,602.905,3.6335,FALSE
1249,OCTREOTIDE,,0,INJECTION ORAL,13.6,8.5,1.8,65,0,5.1,NANOMOLAR,0,NaN,13,14,1019.261,-0.8054,FALSE
1250,DOXAZOSIN,,0,ORAL,84.5,6.24,17,98,59,57,NANOMOLAR,0,NaN,1,9,451.483,1.7178,TRUE
1251,DOXAZOSIN,,0,ORAL,84.5,6.24,17,98,59,57,NANOMOLAR,0,NaN,1,9,451.483,1.7178,TRUE
1252,GOSERELIN,,0,IMPLANTATION,20.3,9.78,1.4,27.3,0,2.23,NANOMOLAR,0,SOLUBILITY SOLUBLE IN WATER,18,15,1270.441,-4.7157,FALSE
1253,NAFARELIN,,0,NASAL,0,0,3,80,2.8,1.36,NANOMOLAR,0.4,NaN,17,14,1323.504,-3.2329,FALSE
1254,FENOLDOPAM,,0,INJECTION,0,0,0.083,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,4,4,305.761,2.7344,TRUE
1255,FENOLDOPAM,,0,INJECTION,0,0,0.083,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,4,4,305.761,2.7344,TRUE
1256,PAMIDRONATE,,0,INJECTION,258,6.4,28,0,54,11.1,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,2,8,231.037,-4.1913,TRUE
1257,SUMATRIPTAN,,0,SUBCUTANEOUS ORAL NASAL IONTOPHORESIS,50,71.6,1.9,21,97,0.25,MICROMOLAR,0,NaN,2,3,295.408,1.3212,TRUE
1258,PENTOSAN POLYSULFATE,,0,ORAL,0,0,20,0,6,0,NaN,2,SOLUBILITY SOLUBLE IN WATER TO 50 PERCENT AT PH 6,6,16,586.502,-4.7422,FALSE
1259,ROCURONIUM,,0,INJECTION,16.2,16.2,1.4,30,0,0,NaN,0,SOLUBILITY PARTITION COEFFICIENT IN N-OCTANOL/WATER IS 0.5 AT 20 DEGREE CELSIUS.,1,5,529.786,4.4075,FALSE
1260,LEVOMETHADYL ACETATE,,0,ORAL,1300,14.3,62,0,0,0,NaN,0,SOLUBILITY > 15 MILLIGRAM / MILLILITER,0,3,353.506,4.6546,TRUE
1261,CYSTEAMINE,,0,ORAL OPHTHALMIC,156,72,1.5,52,0,33.7,MICROMOLAR,0,SOLUBILITY HIGHLY WATER SOLUBLE,2,2,77.152,-0.1251,TRUE
1262,IBUTILIDE,,0,INJECTION,715,110,8,40,0,0,NaN,0,SOLUBILITY 100 MILLIGRAM / MILLILITER,2,4,384.586,4.164,TRUE
1263,IBUTILIDE,,0,INJECTION,715,110,8,40,0,0,NaN,0,SOLUBILITY 100 MILLIGRAM / MILLILITER,2,4,384.586,4.164,TRUE
1264,TOREMIFENE,,0,ORAL,580,5,120,99.5,0,0,NaN,0,SOLUBILITY 0.63 MILLIGRAM / MILLILITER,0,2,405.969,6.215,FALSE
1265,ROPIVACAINE,,0,INJECTION,41,23,4.2,94,0,6.9,MICROMOLAR,0,SOLUBILITY 53.8 MILLIGRAM / MILLILITER,1,2,274.408,3.50644,TRUE
1266,BALSALAZIDE,,1399,ORAL,0,0,1.9,99,0,1.42,MICROMOLAR,0.8,SOLUBILITY FREELY SOLUBLE IN WATER,2,8,355.306,0.0409,TRUE
1267,DOLASETRON,,1568  1569,ORAL INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN NORMAL SALINE,1,4,324.38,2.519,TRUE
1268,SAQUINAVIR,,0,ORAL,700,74.1,7,98,4,0,NaN,0,SOLUBILITY 2.22 MILLIGRAM PER MILLILITER,5,7,670.855,3.0924,FALSE
1269,QUETIAPINE,,1567,ORAL,650,75,6,83,100,0,NaN,0,SOLUBILITY MODERATELY SOLUBLE IN WATER,1,6,383.517,2.856,TRUE
1270,PRAMIPEXOLE,,0,ORAL,500,43.3,8,15,90,0,NaN,0,SOLUBILITY 20 PERCENT IN WATER,2,4,211.334,1.5822,TRUE
1271,INDINAVIR,,0,ORAL,53.3,70.2,1.8,60,0,12,NANOMOLAR,0,SOLUBILITY GOOD IN WATER,4,7,613.803,2.8669,FALSE
1272,DELAVIRDINE,,0,ORAL,0,0,5.8,98,85,35,MICROMOLAR,1,SOLUBILITY 0.81 MICROGRAM PER MILLILITER (PH=7.4),3,6,456.572,2.7171,TRUE
1273,EMEDASTINE,,0,OPHTHALMIC,0,0,3.5,0,0,1.6,NANOMOLAR,0,SOLUBILITY WATER SOLUBLE FINE POWDER,0,5,302.422,2.2147,TRUE
1274,TILUDRONATE,,0,ORAL,0,0,150,90,6,9.4,MICROMOLAR,0,NaN,0,7,314.579,-0.4569,TRUE
1275,EPROSARTAN,,0,ORAL,308,48.5,20,98,13,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,0,7,422.506,2.075,TRUE
1276,TROVAFLOXACIN,689,0,ORAL,84.5,5.4,9,76,0,2.4,MICROMOLAR,0,NaN,1,7,415.351,0.5598,TRUE
1277,NELFINAVIR,,0,ORAL,292,47.6,4.25,98,0,7,MICROMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER AT PH < 4,4,6,567.796,4.74762,FALSE
1278,CITALOPRAM,,0,ORAL,780,19.8,35,80,80,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,3,324.399,3.81298,TRUE
1279,ESCITALOPRAM,,0,ORAL,780,36,29.5,56,80,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,3,324.399,3.81298,TRUE
1280,CLOPIDOGREL,,1564  1565,ORAL,0,0,6,98,50,7.7,NANOMOLAR,0.75,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER AT NEUTRAL PH BUT FREELY SOLUBLE AT PH 1,0,4,321.829,3.6739,TRUE
1281,RIZATRIPTAN,,0,ORAL,125,34.6,2.5,14,45,0,NaN,0,SOLUBILITY SOLUBLE IN WATER AT ABOUT 42 MILLIGRAM / MILLILITER,1,4,269.352,1.9118,TRUE
1282,SILDENAFIL,,1563,ORAL INTRAVENOUS,105,18,4,96,41,0,NaN,0,SOLUBILITY 3.5 MILLIGRAM / MILLILITER,1,8,474.587,1.6109,TRUE
1283,ABACAVIR,,0,ORAL,55.9,52,1.54,50,83,10.4,MICROMOLAR,0,SOLUBILITY 77 MILLIGRAM / MILLILITER (LOGP = 1.20),3,7,286.339,1.0923,TRUE
1284,RAPACURONIUM,,1562,INJECTION,18.9,25.3,2.3,69,0,0,NaN,0,NaN,0,5,597.905,6.9122,FALSE
1285,ALMOTRIPTAN,,0,ORAL,190,37.6,3.5,35,70,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,3,335.473,2.1976,TRUE
1286,FROVATRIPTAN,,0,ORAL,234,10.5,26,15,25,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,3,2,243.31,1.3435,TRUE
1287,ROSIGLITAZONE,,0,ORAL,17.6,3.03,3.5,99.8,99,1.67,MICROMOLAR,0,SOLUBILITY SOLUBLE IN A BUFFERED AQUEOUS SOLUTION WITH PH 5 OF 2.3 BUT DECREASES WITH INCREASING PH,1,6,357.435,2.4909,TRUE
1288,ROSIGLITAZONE,,0,ORAL,17.6,3.03,3.5,99.8,99,1.67,MICROMOLAR,0,SOLUBILITY SOLUBLE IN A BUFFERED AQUEOUS SOLUTION WITH PH 5 OF 2.3 BUT DECREASES WITH INCREASING PH,1,6,357.435,2.4909,TRUE
1289,OSELTAMIVIR,,1561,ORAL,0,0,2,42,0,208.3,NANOMOLAR,0,NaN,2,5,312.41,1.2854,TRUE
1290,GALANTAMINE,,0,ORAL,175,18,7,18,90,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,1,4,287.359,1.8503,TRUE
1291,CASPOFUNGIN,,0,INTRAVENOUS,8.45,0.72,27,97,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,16,18,1093.331,-3.3119,FALSE
1292,IMATINIB,,0,ORAL,285,11,18,95,98,0,NaN,0,SOLUBILITY SOLUBLE IN AQUEOUS BUFFERS < PH 5.5 BUT IS VERY SLIGHTLY SOLUBLE TO INSOLUBLE IN NEUTRAL OR ALKALINE AQUEOUS BUFFERS,2,7,493.615,4.59032,TRUE
1293,SERTACONAZOLE,,0,TOPICAL,0,0,0,0,0,BELOW,THE,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,4,437.779,7.0161,FALSE
1294,SERTACONAZOLE,,0,TOPICAL,0,0,0,0,0,BELOW,THE,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,4,437.779,7.0161,FALSE
1295,TIOTROPIUM,,0,INHALATION,2080,52.8,132,72,19.5,0.01,NANOMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,1,6,392.522,2.3457,TRUE
1296,METHYL AMINOLEVULINATE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,4,145.158,-0.5326,TRUE
1297,PEMETREXED,,0,INTRAVENOUS INJECTION,16.1,5.5,3.5,81,0,0,NaN,0,NaN,4,8,425.401,-2.003,TRUE
1298,DARIFENACIN,,0,ORAL,163,40,16,98,19,23.4,NANOMOLAR,0,NaN,1,3,426.56,3.9575,TRUE
1299,SOLIFENACIN,,0,ORAL,600,7.3,56.5,98,90,173.7,NANOMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,0,3,362.473,3.8649,TRUE
1300,ATAZANAVIR,,0,ORAL,0,0,7.9,86,0,8.7,MICROMOLAR,2.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER 4 TO 5 MILLIGRAM / MILLILITER WITH THE PH=1.9 AT 24 DEGREE CELSIUS,5,9,704.869,4.2116,FALSE
1301,TETRACAINE,,0,TOPICAL OPHTHALMIC NASAL,0,0,0,75,0,NOT,MEASURABLE,0,NaN,1,4,264.369,2.617,TRUE
1302,RASAGILINE,,0,ORAL,87,20,3,91,36,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,1,171.243,1.8967,TRUE
1303,SORAFENIB,,0,ORAL,0,0,36.5,99.5,43.5,0,NaN,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,4,464.831,5.5497,FALSE
1304,SUNITINIB,,0,ORAL,2230,48,50,95,0,0.2055,MICROMOLAR,0,SOLUBILITY 25 MILLIGRAM / MILLILITER,3,3,398.482,3.33494,TRUE
1305,DARUNAVIR,,0,ORAL,417,19.3,15,95,59,0,NaN,0,SOLUBILITY 0.15 MILLIGRAM / MILLILITER IN WATER,3,8,547.674,2.3753,FALSE
1306,LISDEXAMFETAMINE,,1332,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER 792 MILLIGRAM / MILLILITER,3,3,263.385,1.1901,TRUE
1307,ALISKIREN,,0,ORAL,135,9,24,49,2.5,0,NaN,2,SOLUBILITY HIGHLY SOLUBLE IN WATER,4,7,551.769,3.2935,FALSE
1308,SITAGLIPTIN,,0,ORAL,198,11,12.4,38,87,950,NANOMOLAR,0,SOLUBILITY SOLUBLE IN WATER,1,5,407.318,2.0165,TRUE
1309,LAPATINIB,,0,ORAL,0,0,14.2,99,0,4.18,MICROMOLAR,4,SOLUBILITY 0.007 MILLIGRAM / MILLILITER,2,8,581.069,6.1391,FALSE
1310,NILOTINIB,,0,ORAL,0,0,17,98,0,0,NaN,3,SOLUBILITY IN AQUEOUS SOLUTIONS DECREASES WITH INCREASING PH,2,7,529.526,6.35584,FALSE
1311,BACITRACIN,,0,TOPICAL OPHTHALMIC INJECTION,0,0,0,0,100,1.4,MICROMOLAR,0,NaN,15,21,1420.704,-4.347,FALSE
1312,COLISTIN,977,0,ORAL OTIC,189,13.7,14.4,0,0,1.99,MICROMOLAR,0,NaN,18,18,1155.455,-5.8315,FALSE
1313,BLEOMYCIN,,0,INJECTION,30.2,5.2,2,0,72.5,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,20,31,1415.576,-7.70358,FALSE
1314,TOBRAMYCIN,,0,INJECTION OPHTHALMIC INHALATION,14.9,6.24,2,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,10,14,467.52,-6.2958,FALSE
1315,MEZLOCILLIN,,0,INJECTION,5.8,8.1,1.2,30,0,0,NaN,0,NaN,2,9,538.584,-1.5685,FALSE
1316,BENZOYL PEROXIDE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,4,242.23,2.6154,TRUE
1317,CEFOTETAN,,0,INJECTION,10.4,1.8,3.8,88,0,412,MICROMOLAR,0,SOLUBILITY VERY SOLUBLE IN WATER,2,16,573.616,-4.0669,FALSE
1318,KANAMYCIN,,0,ORAL INJECTION,16.9,5.4,2.1,1,0,0,NaN,0,NaN,11,15,484.503,-7.2914,FALSE
1319,HYDROXYAMPHETAMINE,1106  1332,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,2,2,151.209,1.2819,TRUE
1320,METHYLTESTOSTERONE,,0,ORAL BUCCAL SUBLINGUAL,0,0,0,0,0,0,NaN,0,NaN,1,2,302.458,4.2693,TRUE
1321,MENADIOL,,0,INJECTION ORAL,0,0,0,0,0,0,NaN,0,NaN,2,2,174.199,2.55942,TRUE
1322,EQUILIN,,0,ORAL INJECTION TOPICAL VAGINAL,0,0,15,0,0,0.15,NANOMOLAR,5,NaN,1,2,268.356,3.7375,TRUE
1323,DEXPANTHENOL,,1408,INJECTION INTRAVENOUS,0,0,0,0,0,0,NaN,0,SOLUBILITY WATER SOLUBLE VITAMIN,4,4,205.254,-1.1356,TRUE
1324,RIBOFLAVIN PHOSPHATE,,173,INJECTION INTRAVENOUS OPHTHALMIC,0,0,0,0,0,0,NaN,0,SOLUBILITY WATER SOLUBLE VITAMIN,4,12,454.332,-2.87056,FALSE
1325,VITAMIN A PALMITATE,,24,INJECTION INTRAVENOUS ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,524.874,11.5425,FALSE
1326,ABAMETAPIR,,0,TOPICAL,0,0,21,91.8,0,222,NANOMOLAR,1.05,NaN,0,2,184.242,2.76044,TRUE
1327,HYDROCORTISONE CYPIONATE,,108,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,6,486.649,4.3029,TRUE
1328,HYDROCORTISONE PROBUTATE,,108,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,1,7,488.621,4.0935,TRUE
1329,TYROSINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,180.183,-0.9881,TRUE
1330,PROPOXYCAINE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,1,5,294.395,2.5562,TRUE
1331,PROTOKYLOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,4,6,331.368,2.0807,TRUE
1332,DEXTROAMPHETAMINE,1306,177  1319,ORAL TRANSDERMAL,396,37,7.3,20,0,185,NANOMOLAR,0,NaN,1,1,135.21,1.5763,TRUE
1333,TRIMETHAPHAN,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,1,365.522,3.6559,TRUE
1334,TESTOSTERONE ENANTHATE,,143,INJECTION SUBCUTANEOUS,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,0,3,400.603,6.4005,FALSE
1335,TESTOSTERONE CYPIONATE,,143,INJECTION INTRAMUSCULAR,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,0,3,412.614,6.4005,FALSE
1336,HEXAFLUORENIUM,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,0,502.746,8.2396,FALSE
1337,PREDNISOLONE TEBUTATE,,171,INJECTION,0,0,0,0,0,0,NaN,0,NaN,2,6,458.595,3.5447,TRUE
1338,HEXOCYCLIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,317.497,2.8465,TRUE
1339,HEXOCYCLIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,317.497,2.8465,TRUE
1340,METHYLPREDNISOLONE ACETATE,,222,INJECTION TOPICAL RECTAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,416.514,2.3744,TRUE
1341,TRIAMCINOLONE HEXACETONIDE,,224,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY RELATIVELY INSOLUBLE 0.0002 PERCENT AT 25 DEGRE CELSIUS IN WATER,1,7,532.649,4.4059,FALSE
1342,TROLAMINE,,0,OTIC,0,0,0,0,0,0,NaN,0,NaN,3,4,149.19,-1.7347,TRUE
1343,FLUPHENAZINE ENANTHATE,,253,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,6,549.703,6.8294,FALSE
1344,FLUPHENAZINE DECANOATE,,253,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,6,591.784,7.9997,FALSE
1345,NANDROLONE PHENPROPIONATE,,262,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,3,406.566,5.6728,FALSE
1346,NANDROLONE DECANOATE,,262,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,3,428.657,7.1807,FALSE
1347,FLUPREDNISOLONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,3,5,378.44,1.5056,TRUE
1348,BETAMETHASONE BENZOATE,,304,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,2,6,496.575,3.7604,TRUE
1349,BETAMETHASONE DIPROPIONATE,,304,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,1,7,504.595,3.8175,FALSE
1350,PARAMETHASONE ACETATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,6,434.504,2.3224,TRUE
1351,STANOZOLOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,2,328.5,4.1181,TRUE
1352,LEVOPROPOXYPHENE,,0,ORAL,780,58.5,9,80,0,0.21,MICROMOLAR,2.25,SOLUBILITY FREELY SOLUBLE IN WATER,0,3,339.479,4.2755,TRUE
1353,DROMOSTANOLONE PROPIONATE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,3,360.538,5.166,FALSE
1354,SULFAPHENAZOLE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,5,314.37,2.2553,TRUE
1355,METHIXENE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,309.478,5.015,FALSE
1356,METHIXENE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,309.478,5.015,FALSE
1357,PIPERACETAZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,5,410.583,4.9764,TRUE
1358,CHLORPHENESIN CARBAMATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,245.662,1.175,TRUE
1359,CHLORPHENESIN CARBAMATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,245.662,1.175,TRUE
1360,LEVOMEPROMAZINE,,0,INJECTION,780,38.6,30,0,0,0,NaN,0,NaN,0,4,328.481,4.4956,TRUE
1361,HALOPERIDOL LACTATE,,350,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,1,5,447.934,4.3573,TRUE
1362,HALOPERIDOL DECANOATE,,350,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY ALMOST INSOLUBLE IN WATER 0.01 MILLIGRAM / MILLILITER,0,4,530.124,8.1172,FALSE
1363,MEPREDNISONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,5,372.461,2.0118,TRUE
1364,ETHACRYNATE,,0,INJECTION ORAL,0,0,0,0,0,0,NaN,0,"SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER (ETHACRYNATE SODIUM, THE SODIUM SALT OF ETHACRYNIC ACID, IS SOLUBLE IN WATER)",0,4,302.133,2.271,TRUE
1365,METHENAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,4,140.19,-1.0198,TRUE
1366,HIPPURATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,3,178.167,-0.8337,TRUE
1367,LYPRESSIN,2057,0,NASAL,1370,318,3,0,0,1.1,NANOMOLAR,0,NaN,13,16,1056.239,-4.3291,FALSE
1368,TRICLOFOS,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,4,227.367,0.2019,TRUE
1369,OXYMETHOLONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,3,332.484,4.401,TRUE
1370,THONZONIUM,,0,OTIC,0,0,0,0,0,0,NaN,0,NaN,0,4,511.819,8.0495,FALSE
1371,CEFADROXIL,,0,ORAL,14.9,9.7,1.1,61,0,7.71,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,3,7,362.387,-1.1842,TRUE
1372,SULBACTAM,,0,INJECTION INTRAVENOUS,20.8,19.8,1,38,0,871,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,0,5,232.237,-2.1297,TRUE
1373,VIOMYCIN,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,15,15,685.7,-8.8828,FALSE
1374,PROTOKYLOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,4,6,331.368,2.0807,TRUE
1375,BENOXINATE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,1,5,308.422,2.9463,TRUE
1376,MEBUTAMATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,232.28,1.2294,TRUE
1377,MEBUTAMATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,232.28,1.2294,TRUE
1378,GLYBURIDE,,0,ORAL,5.2,3.2,10,97.9,0,0,NaN,0,SOLUBILITY AQUEOUS SOLUBILITY INCREASES WITH PH AS A RESULT OF SALT FORMATION,3,5,494.013,3.6417,TRUE
1379,ALBUTEROL,,0,INHALATION ORAL,159,26.3,4.2,8,0,12.55,NANOMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,4,4,239.315,1.306,TRUE
1380,BETA CAROTENE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,0,536.888,12.6058,FALSE
1381,PROTIRELIN,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,4,5,362.39,-1.8081,TRUE
1382,SINCALIDE,,0,INJECTION INTRAVENOUS,0,0,0,0,0,0,NaN,0,NaN,11,18,1141.274,-3.9988,FALSE
1383,DIFLORASONE DIACETATE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,1,7,494.531,2.9853,TRUE
1384,ETIDOCAINE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,1,2,276.424,3.75244,TRUE
